t,Z_real,Z_imag
3.328328328328328212e+01,-2.808761276990147659e-01,-9.597440288372763861e-01
3.333333333333333570e+01,-2.405843328542393578e-01,-9.706282392270897397e-01
3.338338338338338218e+01,-1.998366455903985983e-01,-9.798292275081292857e-01
3.343343343343343577e+01,-1.587031909939420338e-01,-9.873263377264582807e-01
3.348348348348348225e+01,-1.172550897024481481e-01,-9.931018295919461503e-01
3.353353353353353583e+01,-7.556433700687965882e-02,-9.971409283409796709e-01
3.358358358358358231e+01,-3.370367941022015673e-02,-9.994318696110371381e-01
3.363363363363363590e+01,8.253511153461767433e-03,-9.999659391967506972e-01
3.368368368368368237e+01,5.023336522883230237e-02,-9.987375075653195378e-01
3.373373373373373596e+01,9.216164566134545100e-02,-9.957440590176738215e-01
3.378378378378378244e+01,1.339638791080111080e-01,-9.909862153906754401e-01
3.383383383383383602e+01,1.755654890087909870e-01,-9.844677542048312358e-01
3.388388388388388250e+01,2.168919297843923399e-01,-9.761956211714956089e-01
3.393393393393393609e+01,2.578688220218728899e-01,-9.661799369832989592e-01
3.398398398398398257e+01,2.984220884047353861e-01,-9.544339983216001411e-01
3.403403403403403615e+01,3.384780901402786868e-01,-9.409742730250330034e-01
3.408408408408408263e+01,3.779637636332243700e-01,-9.258203893737748658e-01
3.413413413413413622e+01,4.168067571515896574e-01,-9.089951194548713254e-01
3.418418418418418980e+01,4.549355672278271312e-01,-8.905243565849814136e-01
3.423423423423423628e+01,4.922796745363720583e-01,-8.704370867778805643e-01
3.428428428428428987e+01,5.287696789864942959e-01,-8.487653542555325670e-01
3.433433433433433635e+01,5.643374337683894071e-01,-8.255442210128471903e-01
3.438438438438438993e+01,5.989161780897075404e-01,-8.008117204576976622e-01
3.443443443443443641e+01,6.324406683388760220e-01,-7.746088051597889157e-01
3.448448448448449000e+01,6.648473074126962645e-01,-7.469792887531003789e-01
3.453453453453453648e+01,6.960742719456159966e-01,-7.179697820489248095e-01
3.458458458458459006e+01,7.260616371797851132e-01,-6.876296234280560027e-01
3.463463463463463654e+01,7.547514992167028147e-01,-6.560108035925471537e-01
3.468468468468469013e+01,7.820880943936715513e-01,-6.231678847691651812e-01
3.473473473473473661e+01,8.080179155309806793e-01,-5.891579144685820113e-01
3.478478478478479019e+01,8.324898247993048894e-01,-5.540403339158825879e-01
3.483483483483483667e+01,8.554551629606925722e-01,-5.178768812796096244e-01
3.488488488488489025e+01,8.768678547410636570e-01,-4.807314898379395074e-01
3.493493493493493673e+01,8.966845100969512705e-01,-4.426701812322471619e-01
3.498498498498499032e+01,9.148645211451426063e-01,-4.037609539688911120e-01
3.503503503503503680e+01,9.313701545294991169e-01,-3.640736673417852565e-01
3.508508508508509038e+01,9.461666390062567489e-01,-3.236799209583501313e-01
3.513513513513513686e+01,9.592222480359089420e-01,-2.826529300625366115e-01
3.518518518518519045e+01,9.705083771775933066e-01,-2.410673968584602089e-01
3.523523523523523693e+01,9.799996160898430952e-01,-1.989993780486765673e-01
3.528528528528529051e+01,9.876738149504143971e-01,-1.565261488100138376e-01
3.533533533533533699e+01,9.935121451167244766e-01,-1.137260634400255044e-01
3.538538538538539058e+01,9.974991538581574613e-01,-7.067841291554287364e-02
3.543543543543543706e+01,9.996228130014117585e-01,-2.746327961377780999e-02
3.548548548548549064e+01,9.998745613405588539e-01,1.583861054590976827e-02
3.553553553553553712e+01,9.982493406742670716e-01,5.914603827299921845e-02
3.558558558558559071e+01,9.947456253439641571e-01,1.023774431163705506e-01
3.563563563563563719e+01,9.893654451583234755e-01,1.454510774338655110e-01
3.568568568568569077e+01,9.821144016014738964e-01,1.882851618343276134e-01
3.573573573573573725e+01,9.730016772347181986e-01,2.307980417993735212e-01
3.578578578578579084e+01,9.620400382141556239e-01,2.729083451873649535e-01
3.583583583583583732e+01,9.492458298596960775e-01,3.145351403165898563e-01
3.588588588588589090e+01,9.346389652241232637e-01,3.555980943210748091e-01
3.593593593593593738e+01,9.182429066243752436e-01,3.960176314686240651e-01
3.598598598598599096e+01,9.000846401111617379e-01,4.357150911271727711e-01
3.603603603603603744e+01,8.801946428666058697e-01,4.746128850641627150e-01
3.608608608608609103e+01,8.586068435342074645e-01,5.126346537605753761e-01
3.613613613613613751e+01,8.353585754992958190e-01,5.497054214211347656e-01
3.618618618618619109e+01,8.104905231528169995e-01,5.857517493610010506e-01
3.623623623623623757e+01,7.840466611856867774e-01,6.207018874496651462e-01
3.628628628628629116e+01,7.560741869756034683e-01,6.544859232933740723e-01
3.633633633633633764e+01,7.266234461426729352e-01,6.870359288390572861e-01
3.638638638638639122e+01,6.957478513649586471e-01,7.182861040846073575e-01
3.643643643643643770e+01,6.635037945596671261e-01,7.481729175831768330e-01
3.648648648648649129e+01,6.299505525500249670e-01,7.766352434327959964e-01
3.653653653653653777e+01,5.951501863526312830e-01,8.036144944464530537e-01
3.658658658658659135e+01,5.591674342341671489e-01,8.290547512028251242e-01
3.663663663663663783e+01,5.220695987006569450e-01,8.529028866831996902e-01
3.668668668668669142e+01,4.839264275963543471e-01,8.751086862063650607e-01
3.673673673673673790e+01,4.448099895033870710e-01,8.956249623798996362e-01
3.678678678678679148e+01,4.047945436463419311e-01,9.144076647940729830e-01
3.683683683683683796e+01,3.639564045199393250e-01,9.314159841923039806e-01
3.688688688688689155e+01,3.223738014700325838e-01,9.466124508613649180e-01
3.693693693693693803e+01,2.801267334716444068e-01,9.599630269934912308e-01
3.698698698698699161e+01,2.372968193594087449e-01,9.714371927828933106e-01
3.703703703703703809e+01,1.939671437779493524e-01,9.810080260296673016e-01
3.708708708708709167e+01,1.502220991307886833e-01,9.886522750354340694e-01
3.713713713713713815e+01,1.061472238178662320e-01,9.943504245867046398e-01
3.718718718718719174e+01,6.182903706173292768e-02,9.980867548344777296e-01
3.723723723723723822e+01,1.735487063260932397e-02,9.998493928914121698e-01
3.728728728728729180e+01,-2.718730220810016210e-02,9.996303569813420609e-01
3.733733733733733828e+01,-7.170904021738117029e-02,9.974255929898240280e-01
3.738738738738739187e+01,-1.161216097966147331e-01,9.932350032788024308e-01
3.743743743743743835e+01,-1.603361623900120547e-01,9.870624676432813160e-01
3.748748748748749193e+01,-2.042639133039022836e-01,9.789158563031737925e-01
3.753753753753753841e+01,-2.478163215896658778e-01,9.688070348391196740e-01
3.758758758758759200e+01,-2.909052706272679534e-01,9.567518609970278032e-01
3.763763763763763848e+01,-3.334432490411079475e-01,9.427701733025444231e-01
3.768768768768769206e+01,-3.753435315765521474e-01,9.268857714430844830e-01
3.773773773773773854e+01,-4.165203595610972864e-01,9.091263883922269251e-01
3.778778778778779213e+01,-4.568891205725289506e-01,8.895236542680925451e-01
3.783783783783783861e+01,-4.963665269336111074e-01,8.681130519349796737e-01
3.788788788788789219e+01,-5.348707926525854139e-01,8.449338643747184019e-01
3.793793793793793867e+01,-5.723218084277832407e-01,8.200291138721550466e-01
3.798798798798799226e+01,-6.086413143359606925e-01,7.934454930764900382e-01
3.803803803803803874e+01,-6.437530698244925409e-01,7.652332880184591346e-01
3.808808808808809232e+01,-6.775830206306002745e-01,7.354462931806180492e-01
3.813813813813813880e+01,-7.100594622531625211e-01,7.041417187361858065e-01
3.818818818818819238e+01,-7.411131996069790784e-01,6.713800900892921142e-01
3.823823823823823886e+01,-7.706777024937774279e-01,6.372251398673098866e-01
3.828828828828829245e+01,-7.986892565300836022e-01,6.017436925331434150e-01
3.833833833833833893e+01,-8.250871091780883626e-01,5.650055418030386356e-01
3.838838838838839251e+01,-8.498136105333353729e-01,5.270833210720071715e-01
3.843843843843843899e+01,-8.728143485307497951e-01,4.880523670661200408e-01
3.848848848848849258e+01,-8.940382782394135086e-01,4.479905769574903385e-01
3.853853853853853906e+01,-9.134378449264417554e-01,4.069782591934582583e-01
3.858858858858859264e+01,-9.309691005804638930e-01,3.650979783077442642e-01
3.863863863863863912e+01,-9.465918135965610825e-01,3.224343939966290429e-01
3.868868868868869271e+01,-9.602695713367368491e-01,2.790740947575744424e-01
3.873873873873873919e+01,-9.719698752923682239e-01,2.351054264030037755e-01
3.878878878878879277e+01,-9.816642285889493058e-01,1.906183157749097024e-01
3.883883883883883925e+01,-9.893282155873353023e-01,1.457040900001743133e-01
3.888888888888889284e+01,-9.949415733508830684e-01,1.004552916379687078e-01
3.893893893893893932e+01,-9.984882547630744565e-01,5.496549008414009646e-02
3.898898898898899290e+01,-9.999564830966874984e-01,9.329089607465793424e-03
3.903903903903903938e+01,-9.993387978521535153e-01,-3.635886559578874189e-02
3.908908908908909297e+01,-9.966320917001644242e-01,-8.200288893298296466e-02
3.913913913913913944e+01,-9.918376383814573316e-01,-1.275072511267238695e-01
3.918918918918919303e+01,-9.849611114350768082e-01,-1.727761816934793859e-01
3.923923923923923951e+01,-9.760125936453086792e-01,-2.177140717678981707e-01
3.928928928928929309e+01,-9.650065771166893569e-01,-2.622256778454983284e-01
3.933933933933933957e+01,-9.519619539063022273e-01,-3.062163260097267581e-01
3.938938938938939316e+01,-9.369019971624742427e-01,-3.495921162053959308e-01
3.943943943943943964e+01,-9.198543327394169689e-01,-3.922601261159767705e-01
3.948948948948949322e+01,-9.008509012779976066e-01,-4.341286141993170866e-01
3.953953953953953970e+01,-8.799279107635860075e-01,-4.751072214345206102e-01
3.958958958958959329e+01,-8.571257795930766754e-01,-5.151071713313265521e-01
3.963963963963963977e+01,-8.324890702042068158e-01,-5.540414677535746568e-01
3.968968968968969335e+01,-8.060664133417464461e-01,-5.918250901088706328e-01
3.973973973973973983e+01,-7.779104230562901012e-01,-6.283751854588018881e-01
3.978978978978979342e+01,-7.480776025526791884e-01,-6.636112571069269217e-01
3.983983983983983990e+01,-7.166282410265186753e-01,-6.974553492254811360e-01
3.988988988988989348e+01,-6.836263016482307942e-01,-7.298322270869943562e-01
3.993993993993993996e+01,-6.491393008750996341e-01,-7.606695524729426561e-01
3.998998998998999355e+01,-6.132381792926748787e-01,-7.898980538384717809e-01
4.004004004004004003e+01,-5.759971642073783427e-01,-8.174516908203557364e-01
4.009009009009009361e+01,-5.374936242324848124e-01,-8.432678126843383692e-01
4.014014014014014009e+01,-4.978079161294461930e-01,-8.672873103181311105e-01
4.019019019019019368e+01,-4.570232241860960332e-01,-8.894547613873037273e-01
4.024024024024024015e+01,-4.152253924325877699e-01,-9.097185682831825382e-01
4.029029029029029374e+01,-3.725027500138765046e-01,-9.280310885051746839e-01
4.034034034034034022e+01,-3.289459300563632449e-01,-9.443487571333771813e-01
4.039039039039039380e+01,-2.846476823831893821e-01,-9.586322010624716006e-01
4.044044044044044028e+01,-2.397026804497152386e-01,-9.708463446834528776e-01
4.049049049049049387e+01,-1.942073228867278734e-01,-9.809605067163357228e-01
4.054054054054054035e+01,-1.482595300546557804e-01,-9.889484879142961260e-01
4.059059059059059393e+01,-1.019585360260316653e-01,-9.947886493780617734e-01
4.064064064064064041e+01,-5.540467642820857269e-02,-9.984639812381242985e-01
4.069069069069069400e+01,-8.699172590210838343e-03,-9.999621614822461479e-01
4.074074074074074048e+01,3.805608754925023096e-02,-9.992756047259653274e-01
4.079079079079079406e+01,8.475877130519537950e-02,-9.964015007449725791e-01
4.084084084084084054e+01,1.313063254033749461e-01,-9.913418426098350444e-01
4.089089089089089413e+01,1.775962019435477213e-01,-9.841034442858264120e-01
4.094094094094094061e+01,2.235260856740854396e-01,-9.746979475833635886e-01
4.099099099099099419e+01,2.689941220754398232e-01,-9.631418183678162048e-01
4.104104104104104067e+01,3.138991457441849264e-01,-9.494563319611234453e-01
4.109109109109109426e+01,3.581409085644267631e-01,-9.336675476917074556e-01
4.114114114114114074e+01,4.016203071494990340e-01,-9.158062725735951481e-01
4.119119119119119432e+01,4.442396090344856718e-01,-8.959080141202484526e-01
4.124124124124124080e+01,4.859026770984543053e-01,-8.740129223235519884e-01
4.129129129129129439e+01,5.265151916951286148e-01,-8.501657208534356691e-01
4.134134134134134086e+01,5.659848699717848763e-01,-8.244156275587101179e-01
4.139139139139139445e+01,6.042216818581935822e-01,-7.968162643749535645e-01
4.144144144144144093e+01,6.411380622108628913e-01,-7.674255567704920677e-01
4.149149149149149451e+01,6.766491186026648563e-01,-7.363056228864728325e-01
4.154154154154154099e+01,7.106728342534119891e-01,-7.035226525522986218e-01
4.159159159159159458e+01,7.431302656043720090e-01,-6.691467763822638304e-01
4.164164164164164106e+01,7.739457340478995695e-01,-6.332519251838544250e-01
4.169169169169169464e+01,8.030470113328638249e-01,-5.959156799324509812e-01
4.174174174174174112e+01,8.303654981773552768e-01,-5.572191125909740084e-01
4.179179179179179471e+01,8.558363956319354759e-01,-5.172466180766551735e-01
4.184184184184184119e+01,8.793988687500952084e-01,-4.760857376996845414e-01
4.189189189189189477e+01,9.009962021365588436e-01,-4.338269744212515100e-01
4.194194194194194125e+01,9.205759469595631295e-01,-3.905636003002631029e-01
4.199199199199199484e+01,9.380900590299431352e-01,-3.463914565187741768e-01
4.204204204204204132e+01,9.534950275671846276e-01,-3.014087463970708258e-01
4.209209209209209490e+01,9.667519942914561959e-01,-2.557158218286312290e-01
4.214214214214214138e+01,9.778268625002385361e-01,-2.094149635841232593e-01
4.219219219219219497e+01,9.866903958088578674e-01,-1.626101559514638306e-01
4.224224224224224145e+01,9.933183062558474941e-01,-1.154068561958702388e-01
4.229229229229229503e+01,9.976913314965518698e-01,-6.791175933987690649e-02
4.234234234234234151e+01,9.997953008317663759e-01,-2.023255877830973035e-02
4.239239239239239510e+01,9.996211898424236519e-01,2.752229674313456942e-02
4.244244244244244157e+01,9.971651634262491681e-01,7.524384924431921917e-02
4.249249249249249516e+01,9.924286070579707575e-01,1.228228801688674571e-01
4.254254254254254164e+01,9.854181461209866599e-01,1.701501610210162385e-01
4.259259259259259522e+01,9.761456531853084373e-01,2.171167054084682246e-01
4.264264264264264170e+01,9.646282431340303942e-01,2.636140219111153260e-01
4.269269269269269529e+01,9.508882560685338881e-01,3.095343671887539339e-01
4.274274274274274887e+01,9.349532279509521482e-01,3.547709987359379813e-01
4.279279279279279535e+01,9.168558489710845194e-01,3.992184266883379018e-01
4.284284284284284894e+01,8.966339096541129372e-01,4.427726640821223469e-01
4.289289289289289542e+01,8.743302347543293607e-01,4.853314749678196982e-01
4.294294294294294900e+01,8.499926050099551045e-01,5.267946197792745533e-01
4.299299299299299548e+01,8.236736668629008884e-01,5.670640973616853930e-01
4.304304304304304907e+01,7.954308302774368844e-01,6.060443830645965146e-01
4.309309309309309555e+01,7.653261548207405118e-01,6.436426623113946643e-01
4.314314314314314913e+01,7.334262241974469632e-01,6.797690590630587337e-01
4.319319319319319561e+01,6.998020094599247676e-01,7.143368586009344323e-01
4.324324324324324920e+01,6.645287211439643293e-01,7.472627240634764911e-01
4.329329329329329568e+01,6.276856506087969967e-01,7.784669061815095992e-01
4.334334334334334926e+01,5.893560008877515299e-01,8.078734456693057453e-01
4.339339339339339574e+01,5.496267073837373118e-01,8.354103677418132090e-01
4.344344344344344933e+01,5.085882487703730082e-01,8.610098682434975670e-01
4.349349349349349581e+01,4.663344484863345962e-01,8.846084908901485910e-01
4.354354354354354939e+01,4.229622672352444379e-01,9.061472951431359668e-01
4.359359359359359587e+01,3.785715869293919122e-01,9.255720142537596784e-01
4.364364364364364945e+01,3.332649865383452426e-01,9.428332030362510663e-01
4.369369369369369593e+01,2.871475103274876983e-01,9.578863749488899515e-01
4.374374374374374952e+01,2.403264289929883113e-01,9.706921280856655176e-01
4.379379379379379600e+01,1.929109942207975492e-01,9.812162597046297785e-01
4.384384384384384958e+01,1.450121872178157523e-01,9.894298689438808525e-01
4.389389389389389606e+01,9.674246178073413194e-02,9.953094474024665184e-01
4.394394394394394965e+01,4.821548248730538055e-02,9.988369572900855919e-01
4.399399399399399613e+01,-4.541413903648006795e-04,9.999998968777934483e-01
4.404404404404404971e+01,-4.915112563559740494e-02,9.987913530106043991e-01
4.409409409409409619e+01,-9.775978387099953926e-02,9.952100404726107463e-01
4.414414414414414978e+01,-1.461643027361206326e-01,9.892603280257749043e-01
4.419419419419419626e+01,-1.942490188077667657e-01,9.809522509746434471e-01
4.424424424424424984e+01,-2.418986966023411733e-01,9.703015101410944476e-01
4.429429429429429632e+01,-2.889988069924004921e-01,9.573294571655931451e-01
4.434434434434434991e+01,-3.354358053638573645e-01,9.420630660841663451e-01
4.439439439439439639e+01,-3.810974088350314593e-01,9.245348911637812916e-01
4.444444444444444997e+01,-4.258728718573554506e-01,9.047830110120151925e-01
4.449449449449449645e+01,-4.696532595149833234e-01,8.828509590111751626e-01
4.454454454454455004e+01,-5.123317178424247054e-01,8.587876401606103771e-01
4.459459459459459651e+01,-5.538037404809947883e-01,8.326472344452114926e-01
4.464464464464465010e+01,-5.939674309990866652e-01,8.044890868820689933e-01
4.469469469469469658e+01,-6.327237602068604971e-01,7.743775844313233181e-01
4.474474474474475016e+01,-6.699768178036530353e-01,7.423820199908471862e-01
4.479479479479479664e+01,-7.056340577053078489e-01,7.085764437280865913e-01
4.484484484484485023e+01,-7.396065364097360595e-01,6.730395020353513447e-01
4.489489489489489671e+01,-7.718091437711703806e-01,6.358542644279527867e-01
4.494494494494495029e+01,-8.021608255684410382e-01,5.971080387361713537e-01
4.499499499499499677e+01,-8.305847972678094271e-01,5.568921749742870020e-01
4.504504504504505036e+01,-8.570087483988614308e-01,5.153018583003723396e-01
4.509509509509509684e+01,-8.813650369808875285e-01,4.724358915108787804e-01
4.514514514514515042e+01,-9.035908734580496704e-01,4.283964675429979274e-01
4.519519519519519690e+01,-9.236284936235228393e-01,3.832889324866320946e-01
4.524524524524525049e+01,-9.414253200368567498e-01,3.372215396345582539e-01
4.529529529529529697e+01,-9.569341114637929246e-01,2.903051951257522578e-01
4.534534534534535055e+01,-9.701130998943240380e-01,2.426531957618224822e-01
4.539539539539539703e+01,-9.809261147226036037e-01,1.943809596005159901e-01
4.544544544544545062e+01,-9.893426937017093525e-01,1.456057499518669529e-01
4.549549549549549710e+01,-9.953381803162963948e-01,9.644639342476075961e-02
4.554554554554555068e+01,-9.988938072480391117e-01,4.702299268992982811e-02
4.559559559559559716e+01,-9.999967656411044015e-01,-2.543365355221741900e-03
4.564564564564565075e+01,-9.986402599087174092e-01,-5.213090531967942004e-02
4.569569569569569722e+01,-9.948235478562744705e-01,-1.016174622328992888e-01
4.574574574574575081e+01,-9.885519659319509378e-01,-1.508807829117909949e-01
4.579579579579579729e+01,-9.798369394518759989e-01,-1.997988290395635025e-01
4.584584584584585087e+01,-9.686959776838089953e-01,-2.482500812068538509e-01
4.589589589589589735e+01,-9.551526537106710402e-01,-2.961138431574298902e-01
4.594594594594595094e+01,-9.392365690332314943e-01,-3.432705454749703788e-01
4.599599599599599742e+01,-9.209833029096846646e-01,-3.896020479432416028e-01
4.604604604604605100e+01,-9.004343464683673970e-01,-4.349919398104798995e-01
4.609609609609609748e+01,-8.776370216688064163e-01,-4.793258371883440949e-01
4.614614614614615107e+01,-8.526443852255111144e-01,-5.224916768173538673e-01
4.619619619619619755e+01,-8.255151176475523656e-01,-5.643800054354758400e-01
4.624624624624625113e+01,-7.963133975861792502e-01,-6.048842639916793829e-01
4.629629629629629761e+01,-7.651087617215662773e-01,-6.439010659541506421e-01
4.634634634634635120e+01,-7.319759504579301801e-01,-6.813304689731772834e-01
4.639639639639639768e+01,-6.969947397348182916e-01,-7.170762391698618510e-01
4.644644644644645126e+01,-6.602497592993363806e-01,-7.510461073364059770e-01
4.649649649649649774e+01,-6.218302978219859556e-01,-7.831520163484355646e-01
4.654654654654655133e+01,-5.818300952741116694e-01,-8.133103591085742989e-01
4.659659659659659781e+01,-5.403471230213033882e-01,-8.414422063591773249e-01
4.664664664664665139e+01,-4.974833521213614662e-01,-8.674735237239771246e-01
4.669669669669669787e+01,-4.533445103490041372e-01,-8.913353773616424780e-01
4.674674674674675146e+01,-4.080398285023722482e-01,-9.129641276390626503e-01
4.679679679679679793e+01,-3.616817765776028093e-01,-9.323016102590775400e-01
4.684684684684685152e+01,-3.143857904277382320e-01,-9.492953043058446339e-01
4.689689689689689800e+01,-2.662699895511099202e-01,-9.638984867009864344e-01
4.694694694694695158e+01,-2.174548866818729886e-01,-9.760703725952211141e-01
4.699699699699699806e+01,-1.680630898805670070e-01,-9.857762412534583074e-01
4.704704704704705165e+01,-1.182189978471643033e-01,-9.929875470256472880e-01
4.709709709709709813e+01,-6.804848920176326255e-02,-9.976820150315217628e-01
4.714714714714715171e+01,-1.767860649747946683e-02,-9.998437212246258365e-01
4.719719719719719819e+01,3.276276424883583366e-02,-9.994631565389368033e-01
4.724724724724725178e+01,8.314721770790263478e-02,-9.965372748610232811e-01
4.729729729729729826e+01,1.333461562544197565e-01,-9.910695246107469325e-01
4.734734734734735184e+01,1.832311190196189155e-01,-9.830698637547680141e-01
4.739739739739739832e+01,2.326741121396294354e-01,-9.725547581190661095e-01
4.744744744744745191e+01,2.815479393511612360e-01,-9.595471629092104937e-01
4.749749749749749839e+01,3.297265320782842846e-01,-9.440764873905228560e-01
4.754754754754755197e+01,3.770852781513790442e-01,-9.261785427235382784e-01
4.759759759759759845e+01,4.235013482951027197e-01,-9.058954729946662177e-01
4.764764764764765204e+01,4.688540195242608677e-01,-8.832756695256266388e-01
4.769769769769769852e+01,5.130249945871050432e-01,-8.583736685901430796e-01
4.774774774774775210e+01,5.558987166016614578e-01,-8.312500327101500774e-01
4.779779779779779858e+01,5.973626780364830191e-01,-8.019712157484713000e-01
4.784784784784785217e+01,6.373077231969926926e-01,-7.706094120587064777e-01
4.789789789789789864e+01,6.756283433900923674e-01,-7.372423899966410454e-01
4.794794794794795223e+01,7.122229639533509404e-01,-7.019533101407128273e-01
4.799799799799799871e+01,7.469942223508101442e-01,-6.648305286119978730e-01
4.804804804804805229e+01,7.798492365567641915e-01,-6.259673859250431960e-01
4.809809809809809877e+01,8.106998629678876522e-01,-5.854619818432689193e-01
4.814814814814815236e+01,8.394629431079619897e-01,-5.434169367516240579e-01
4.819819819819819884e+01,8.660605384136685903e-01,-4.999391400986988865e-01
4.824824824824825242e+01,8.904201524169230719e-01,-4.551394864981762045e-01
4.829829829829829890e+01,9.124749396679241453e-01,-4.091326001164148907e-01
4.834834834834835249e+01,9.321639007743529604e-01,-3.620365480074384523e-01
4.839839839839839897e+01,9.494320629644615872e-01,-3.139725430910268456e-01
4.844844844844845255e+01,9.642306456167215600e-01,-2.650646375010448641e-01
4.849849849849849903e+01,9.765172102348598226e-01,-2.154394070617688950e-01
4.854854854854855262e+01,9.862557943850921438e-01,-1.652256276787313072e-01
4.859859859859859910e+01,9.934170291521323692e-01,-1.145539444565368409e-01
4.864864864864865268e+01,9.979782397113520220e-01,-6.355653438184924453e-02
4.869869869869869916e+01,9.999235286571878101e-01,-1.236676343099266280e-02
4.874874874874875275e+01,9.992438417713780385e-01,3.888116101632223959e-02
4.879879879879879923e+01,9.959370159597263905e-01,9.005254155900181690e-02
4.884884884884885281e+01,9.900078091319043372e-01,1.410125450371236544e-01
4.889889889889889929e+01,9.814679118458361495e-01,1.916265587463646392e-01
4.894894894894895288e+01,9.703359405858732467e-01,2.417605476650990515e-01
4.899899899899899935e+01,9.566374125924826943e-01,2.912814117453429441e-01
4.904904904904905294e+01,9.404047022101148512e-01,3.400573423131829642e-01
4.909909909909909942e+01,9.216769787695874294e-01,3.879581766198072490e-01
4.914914914914915300e+01,9.005001260707785615e-01,4.348557495842866327e-01
4.919919919919919948e+01,8.769266435818585670e-01,4.806242417692391800e-01
4.924924924924925307e+01,8.510155295209157478e-01,5.251405226358326628e-01
4.929929929929929955e+01,8.228321460360511486e-01,5.682844881304667251e-01
4.934934934934935313e+01,7.924480667496093256e-01,6.099393916651119074e-01
4.939939939939939961e+01,7.599409069816697171e-01,6.499921675650232045e-01
4.944944944944945320e+01,7.253941370167141800e-01,6.883337460721916656e-01
4.949949949949949968e+01,6.888968788258137410e-01,7.248593590097682782e-01
4.954954954954955326e+01,6.505436867036114013e-01,7.594688352329366232e-01
4.959959959959959974e+01,6.104343123269461158e-01,7.920668850128305127e-01
4.964964964964965333e+01,5.686734547861713729e-01,8.225633725261296547e-01
4.969969969969969981e+01,5.253704961856603406e-01,8.508735756489521629e-01
4.974974974974975339e+01,4.806392234523964579e-01,8.769184322837998424e-01
4.979979979979979987e+01,4.345975370333429733e-01,9.006247724799446575e-01
4.984984984984985346e+01,3.873671472021765205e-01,9.219255356418148972e-01
4.989989989989989994e+01,3.390732587344332805e-01,9.407599721561350492e-01
4.994994994994995352e+01,2.898442447464339988e-01,9.570738288070410604e-01
5.000000000000000000e+01,2.398113105284050695e-01,9.708195173886075002e-01
