x,pi_x,psi_x
3.466666666666666430e+01,1.100000000000000000e+01,9.195056016838917046e+00
3.476476476476476307e+01,1.100000000000000000e+01,9.187733986065964586e+00
3.486286286286286185e+01,1.100000000000000000e+01,9.180444189906380004e+00
3.496096096096096062e+01,1.100000000000000000e+01,9.173186387212330928e+00
3.505905905905905939e+01,1.100000000000000000e+01,9.165960339361609144e+00
3.515715715715715817e+01,1.100000000000000000e+01,9.158765810223750137e+00
3.525525525525525694e+01,1.100000000000000000e+01,9.151602566126690874e+00
3.535335335335334861e+01,1.100000000000000000e+01,9.144470375823999575e+00
3.545145145145144738e+01,1.100000000000000000e+01,9.137369010462599306e+00
3.554954954954954616e+01,1.100000000000000000e+01,9.130298243551047577e+00
3.564764764764764493e+01,1.100000000000000000e+01,9.123257850928307988e+00
3.574574574574574370e+01,1.100000000000000000e+01,9.116247610733031692e+00
3.584384384384384248e+01,1.100000000000000000e+01,9.109267303373330904e+00
3.594194194194194125e+01,1.100000000000000000e+01,9.102316711497026702e+00
3.604004004004004003e+01,1.100000000000000000e+01,9.095395619962394207e+00
3.613813813813813880e+01,1.100000000000000000e+01,9.088503815809344744e+00
3.623623623623623757e+01,1.100000000000000000e+01,9.081641088231084069e+00
3.633433433433433635e+01,1.100000000000000000e+01,9.074807228546214688e+00
3.643243243243242802e+01,1.100000000000000000e+01,9.068002030171275152e+00
3.653053053053052679e+01,1.100000000000000000e+01,9.061225288593707461e+00
3.662862862862862556e+01,1.100000000000000000e+01,9.054476801345261450e+00
3.672672672672672434e+01,1.100000000000000000e+01,9.047756367975802405e+00
3.682482482482482311e+01,1.100000000000000000e+01,9.041063790027530800e+00
3.692292292292292188e+01,1.100000000000000000e+01,9.034398871009605259e+00
3.702102102102102066e+01,1.200000000000000000e+01,1.002760414748355267e+01
3.711911911911911943e+01,1.200000000000000000e+01,1.002026187354976017e+01
3.721721721721721821e+01,1.200000000000000000e+01,1.001294967990410711e+01
3.731531531531531698e+01,1.200000000000000000e+01,1.000566735675992902e+01
3.741341341341340865e+01,1.200000000000000000e+01,9.998414696380818256e+00
3.751151151151150742e+01,1.200000000000000000e+01,9.991191493054934369e+00
3.760960960960960620e+01,1.200000000000000000e+01,9.983997543069717651e+00
3.770770770770770497e+01,1.200000000000000000e+01,9.976832644686972174e+00
3.780580580580580374e+01,1.200000000000000000e+01,9.969696598118346742e+00
3.790390390390390252e+01,1.200000000000000000e+01,9.962589205501171108e+00
3.800200200200200129e+01,1.200000000000000000e+01,9.955510270874663448e+00
3.810010010010010006e+01,1.200000000000000000e+01,9.948459600156486005e+00
3.819819819819819884e+01,1.200000000000000000e+01,9.941437001119677319e+00
3.829629629629629761e+01,1.200000000000000000e+01,9.934442283369891769e+00
3.839439439439438928e+01,1.200000000000000000e+01,9.927475258323019247e+00
3.849249249249248805e+01,1.200000000000000000e+01,9.920535739183105051e+00
3.859059059059058683e+01,1.200000000000000000e+01,9.913623540920610822e+00
3.868868868868868560e+01,1.200000000000000000e+01,9.906738480251009449e+00
3.878678678678678438e+01,1.200000000000000000e+01,9.899880375613667738e+00
3.888488488488488315e+01,1.200000000000000000e+01,9.893049047151070141e+00
3.898298298298298192e+01,1.200000000000000000e+01,9.886244316688317824e+00
3.908108108108108070e+01,1.200000000000000000e+01,9.879466007712958131e+00
3.917917917917917947e+01,1.200000000000000000e+01,9.872713945355085841e+00
3.927727727727727824e+01,1.200000000000000000e+01,9.865987956367744616e+00
3.937537537537537702e+01,1.200000000000000000e+01,9.859287869107609126e+00
3.947347347347346869e+01,1.200000000000000000e+01,9.852613513515953159e+00
3.957157157157156746e+01,1.200000000000000000e+01,9.845964721099884187e+00
3.966966966966966623e+01,1.200000000000000000e+01,9.839341324913853271e+00
3.976776776776776501e+01,1.200000000000000000e+01,9.832743159541438516e+00
3.986586586586586378e+01,1.200000000000000000e+01,9.826170061077368345e+00
3.996396396396396256e+01,1.200000000000000000e+01,9.819621867109828983e+00
4.006206206206206133e+01,1.200000000000000000e+01,9.813098416702999316e+00
4.016016016016016010e+01,1.200000000000000000e+01,9.806599550379853980e+00
4.025825825825825888e+01,1.200000000000000000e+01,9.800125110105200932e+00
4.035635635635635765e+01,1.200000000000000000e+01,9.793674939268957047e+00
4.045445445445444932e+01,1.200000000000000000e+01,9.787248882669668859e+00
4.055255255255254809e+01,1.200000000000000000e+01,9.780846786498255341e+00
4.065065065065064687e+01,1.200000000000000000e+01,9.774468498321985166e+00
4.074874874874874564e+01,1.200000000000000000e+01,9.768113867068681344e+00
4.084684684684684441e+01,1.200000000000000000e+01,9.761782743011140795e+00
4.094494494494494319e+01,1.200000000000000000e+01,9.755474977751767085e+00
4.104304304304304196e+01,1.300000000000000000e+01,1.074890795137000943e+01
4.114114114114114074e+01,1.300000000000000000e+01,1.074200438799078405e+01
4.123923923923923951e+01,1.300000000000000000e+01,1.073512609649145411e+01
4.133733733733733828e+01,1.300000000000000000e+01,1.072827291895631063e+01
4.143543543543543706e+01,1.300000000000000000e+01,1.072144469885436990e+01
4.153353353353352873e+01,1.300000000000000000e+01,1.071464128102380720e+01
4.163163163163162750e+01,1.300000000000000000e+01,1.070786251165657887e+01
4.172972972972972627e+01,1.300000000000000000e+01,1.070110823828327540e+01
4.182782782782782505e+01,1.300000000000000000e+01,1.069437830975816794e+01
4.192592592592592382e+01,1.300000000000000000e+01,1.068767257624446465e+01
4.202402402402402259e+01,1.300000000000000000e+01,1.068099088919976403e+01
4.212212212212212137e+01,1.300000000000000000e+01,1.067433310136170910e+01
4.222022022022022014e+01,1.300000000000000000e+01,1.066769906673382806e+01
4.231831831831831892e+01,1.300000000000000000e+01,1.066108864057157568e+01
4.241641641641641769e+01,1.300000000000000000e+01,1.065450167936855408e+01
4.251451451451450936e+01,1.300000000000000000e+01,1.064793804084291473e+01
4.261261261261260813e+01,1.300000000000000000e+01,1.064139758392396296e+01
4.271071071071070691e+01,1.300000000000000000e+01,1.063488016873891695e+01
4.280880880880880568e+01,1.300000000000000000e+01,1.062838565659984802e+01
4.290690690690690445e+01,1.300000000000000000e+01,1.062191390999081442e+01
4.300500500500500323e+01,1.400000000000000000e+01,1.161543384895024111e+01
4.310310310310310200e+01,1.400000000000000000e+01,1.160840184222485938e+01
4.320120120120120077e+01,1.400000000000000000e+01,1.160139430167242658e+01
4.329929929929929955e+01,1.400000000000000000e+01,1.159441108181535185e+01
4.339739739739739832e+01,1.400000000000000000e+01,1.158745203839068161e+01
4.349549549549549710e+01,1.400000000000000000e+01,1.158051702833709662e+01
4.359359359359358876e+01,1.400000000000000000e+01,1.157360590978205650e+01
4.369169169169168754e+01,1.400000000000000000e+01,1.156671854202912186e+01
4.378978978978978631e+01,1.400000000000000000e+01,1.155985478554543988e+01
4.388788788788788509e+01,1.400000000000000000e+01,1.155301450194938973e+01
4.398598598598598386e+01,1.400000000000000000e+01,1.154619755399839320e+01
4.408408408408408263e+01,1.400000000000000000e+01,1.153940380557687284e+01
4.418218218218218141e+01,1.400000000000000000e+01,1.153263312168437338e+01
4.428028028028028018e+01,1.400000000000000000e+01,1.152588536842383959e+01
4.437837837837837895e+01,1.400000000000000000e+01,1.151916041299002913e+01
4.447647647647647773e+01,1.400000000000000000e+01,1.151245812365809229e+01
4.457457457457456940e+01,1.400000000000000000e+01,1.150577836977227619e+01
4.467267267267266817e+01,1.400000000000000000e+01,1.149912102173479411e+01
4.477077077077076694e+01,1.400000000000000000e+01,1.149248595099482806e+01
4.486886886886886572e+01,1.400000000000000000e+01,1.148587303003766280e+01
4.496696696696696449e+01,1.400000000000000000e+01,1.147928213237396022e+01
4.506506506506506327e+01,1.400000000000000000e+01,1.147271313252918468e+01
4.516316316316316204e+01,1.400000000000000000e+01,1.146616590603314201e+01
4.526126126126126081e+01,1.400000000000000000e+01,1.145964032940965538e+01
4.535935935935935959e+01,1.400000000000000000e+01,1.145313628016637786e+01
4.545745745745745836e+01,1.400000000000000000e+01,1.144665363678471870e+01
4.555555555555555713e+01,1.400000000000000000e+01,1.144019227870991529e+01
4.565365365365364880e+01,1.400000000000000000e+01,1.143375208634120099e+01
4.575175175175174758e+01,1.400000000000000000e+01,1.142733294102212227e+01
4.584984984984984635e+01,1.400000000000000000e+01,1.142093472503096407e+01
4.594794794794794512e+01,1.400000000000000000e+01,1.141455732157128189e+01
4.604604604604604390e+01,1.400000000000000000e+01,1.140820061476257763e+01
4.614414414414414267e+01,1.400000000000000000e+01,1.140186448963106436e+01
4.624224224224224145e+01,1.400000000000000000e+01,1.139554883210055891e+01
4.634034034034034022e+01,1.400000000000000000e+01,1.138925352898348109e+01
4.643843843843843899e+01,1.400000000000000000e+01,1.138297846797196300e+01
4.653653653653653777e+01,1.400000000000000000e+01,1.137672353762906852e+01
4.663463463463462944e+01,1.400000000000000000e+01,1.137048862738012289e+01
4.673273273273272821e+01,1.400000000000000000e+01,1.136427362750413295e+01
4.683083083083082698e+01,1.400000000000000000e+01,1.135807842912533161e+01
4.692892892892892576e+01,1.400000000000000000e+01,1.135190292420481306e+01
4.702702702702702453e+01,1.500000000000000000e+01,1.234559771462456013e+01
4.712512512512512330e+01,1.500000000000000000e+01,1.233892049848650529e+01
4.722322322322322208e+01,1.500000000000000000e+01,1.233226436399904991e+01
4.732132132132132085e+01,1.500000000000000000e+01,1.232562919715589977e+01
4.741941941941941963e+01,1.500000000000000000e+01,1.231901488481748430e+01
4.751751751751751840e+01,1.500000000000000000e+01,1.231242131470248857e+01
4.761561561561561007e+01,1.500000000000000000e+01,1.230584837537949561e+01
4.771371371371370884e+01,1.500000000000000000e+01,1.229929595625872452e+01
4.781181181181180762e+01,1.500000000000000000e+01,1.229276394758385393e+01
4.790990990990990639e+01,1.500000000000000000e+01,1.228625224042395914e+01
4.800800800800800516e+01,1.500000000000000000e+01,1.227976072666554330e+01
4.810610610610610394e+01,1.500000000000000000e+01,1.227328929900464161e+01
4.820420420420420271e+01,1.500000000000000000e+01,1.226683785093905144e+01
4.830230230230230148e+01,1.500000000000000000e+01,1.226040627676062300e+01
4.840040040040040026e+01,1.500000000000000000e+01,1.225399447154765831e+01
4.849849849849849903e+01,1.500000000000000000e+01,1.224760233115739361e+01
4.859659659659659781e+01,1.500000000000000000e+01,1.224122975221856713e+01
4.869469469469468947e+01,1.500000000000000000e+01,1.223487663212408094e+01
4.879279279279278825e+01,1.500000000000000000e+01,1.222854286902373211e+01
4.889089089089088702e+01,1.500000000000000000e+01,1.222222836181705574e+01
4.898898898898898580e+01,1.500000000000000000e+01,1.221593301014621602e+01
4.908708708708708457e+01,1.500000000000000000e+01,1.270942868482696220e+01
4.918518518518518334e+01,1.500000000000000000e+01,1.270291521747107488e+01
4.928328328328328212e+01,1.500000000000000000e+01,1.269642138090377337e+01
4.938138138138138089e+01,1.500000000000000000e+01,1.268994707367933650e+01
4.947947947947947966e+01,1.500000000000000000e+01,1.268349219508942660e+01
4.957757757757757844e+01,1.500000000000000000e+01,1.267705664515619901e+01
4.967567567567567011e+01,1.500000000000000000e+01,1.267064032462549150e+01
4.977377377377376888e+01,1.500000000000000000e+01,1.266424313496010079e+01
4.987187187187186765e+01,1.500000000000000000e+01,1.265786497833311763e+01
4.996996996996996643e+01,1.500000000000000000e+01,1.265150575762135254e+01
5.006806806806806520e+01,1.500000000000000000e+01,1.264516537639882721e+01
5.016616616616616398e+01,1.500000000000000000e+01,1.263884373893034407e+01
5.026426426426426275e+01,1.500000000000000000e+01,1.263254075016512701e+01
5.036236236236236152e+01,1.500000000000000000e+01,1.262625631573052942e+01
5.046046046046046030e+01,1.500000000000000000e+01,1.261999034192582236e+01
5.055855855855855907e+01,1.500000000000000000e+01,1.261374273571603766e+01
5.065665665665665784e+01,1.500000000000000000e+01,1.260751340472589277e+01
5.075475475475474951e+01,1.500000000000000000e+01,1.260130225723378317e+01
5.085285285285284829e+01,1.500000000000000000e+01,1.259510920216582264e+01
5.095095095095094706e+01,1.500000000000000000e+01,1.258893414908998665e+01
5.104904904904904583e+01,1.500000000000000000e+01,1.258277700821027345e+01
5.114714714714714461e+01,1.500000000000000000e+01,1.257663769036097001e+01
5.124524524524524338e+01,1.500000000000000000e+01,1.257051610700096411e+01
5.134334334334334216e+01,1.500000000000000000e+01,1.256441217020810974e+01
5.144144144144144093e+01,1.500000000000000000e+01,1.255832579267367954e+01
5.153953953953953970e+01,1.500000000000000000e+01,1.255225688769685277e+01
5.163763763763763848e+01,1.500000000000000000e+01,1.254620536917927609e+01
5.173573573573573015e+01,1.500000000000000000e+01,1.254017115161969009e+01
5.183383383383382892e+01,1.500000000000000000e+01,1.253415415010859135e+01
5.193193193193192769e+01,1.500000000000000000e+01,1.252815428032298151e+01
5.203003003003002647e+01,1.500000000000000000e+01,1.252217145852115188e+01
5.212812812812812524e+01,1.500000000000000000e+01,1.251620560153753203e+01
5.222622622622622401e+01,1.500000000000000000e+01,1.251025662677760053e+01
5.232432432432432279e+01,1.500000000000000000e+01,1.250432445221282940e+01
5.242242242242242156e+01,1.500000000000000000e+01,1.249840899637571567e+01
5.252052052052052034e+01,1.500000000000000000e+01,1.249251017835483601e+01
5.261861861861861911e+01,1.500000000000000000e+01,1.248662791778997061e+01
5.271671671671671788e+01,1.500000000000000000e+01,1.248076213486727504e+01
5.281481481481480955e+01,1.500000000000000000e+01,1.247491275031450897e+01
5.291291291291290833e+01,1.500000000000000000e+01,1.246907968539629685e+01
5.301101101101100710e+01,1.600000000000000000e+01,1.346321054271411555e+01
5.310910910910910587e+01,1.600000000000000000e+01,1.345694448669724785e+01
5.320720720720720465e+01,1.600000000000000000e+01,1.345069580793768260e+01
5.330530530530530342e+01,1.600000000000000000e+01,1.344446442365280703e+01
5.340340340340340219e+01,1.600000000000000000e+01,1.343825025161524067e+01
5.350150150150150097e+01,1.600000000000000000e+01,1.343205321014803921e+01
5.359959959959959974e+01,1.600000000000000000e+01,1.342587321811995693e+01
5.369769769769769852e+01,1.600000000000000000e+01,1.341971019494076245e+01
5.379579579579579018e+01,1.600000000000000000e+01,1.341356406055660599e+01
5.389389389389388896e+01,1.600000000000000000e+01,1.340743473544540620e+01
5.399199199199198773e+01,1.600000000000000000e+01,1.340132214061233462e+01
5.409009009009008651e+01,1.600000000000000000e+01,1.339522619758530375e+01
5.418818818818818528e+01,1.600000000000000000e+01,1.338914682841052084e+01
5.428628628628628405e+01,1.600000000000000000e+01,1.338308395564809139e+01
5.438438438438438283e+01,1.600000000000000000e+01,1.337703750236765643e+01
5.448248248248248160e+01,1.600000000000000000e+01,1.337100739214408307e+01
5.458058058058058037e+01,1.600000000000000000e+01,1.336499354905319770e+01
5.467867867867867915e+01,1.600000000000000000e+01,1.335899589766756179e+01
5.477677677677677792e+01,1.600000000000000000e+01,1.335301436305229572e+01
5.487487487487486959e+01,1.600000000000000000e+01,1.334704887076093627e+01
5.497297297297296836e+01,1.600000000000000000e+01,1.334109934683134746e+01
5.507107107107106714e+01,1.600000000000000000e+01,1.333516571778165982e+01
5.516916916916916591e+01,1.600000000000000000e+01,1.332924791060627712e+01
5.526726726726726469e+01,1.600000000000000000e+01,1.332334585277188133e+01
5.536536536536536346e+01,1.600000000000000000e+01,1.331745947221352466e+01
5.546346346346346223e+01,1.600000000000000000e+01,1.331158869733072869e+01
5.556156156156156101e+01,1.600000000000000000e+01,1.330573345698363141e+01
5.565965965965965978e+01,1.600000000000000000e+01,1.329989368048918941e+01
5.575775775775775855e+01,1.600000000000000000e+01,1.329406929761738354e+01
5.585585585585585022e+01,1.600000000000000000e+01,1.328826023858751171e+01
5.595395395395394900e+01,1.600000000000000000e+01,1.328246643406446026e+01
5.605205205205204777e+01,1.600000000000000000e+01,1.327668781515506780e+01
5.615015015015014654e+01,1.600000000000000000e+01,1.327092431340448719e+01
5.624824824824824532e+01,1.600000000000000000e+01,1.326517586079261513e+01
5.634634634634634409e+01,1.600000000000000000e+01,1.325944238973051803e+01
5.644444444444444287e+01,1.600000000000000000e+01,1.325372383305693269e+01
5.654254254254254164e+01,1.600000000000000000e+01,1.324802012403478280e+01
5.664064064064064041e+01,1.600000000000000000e+01,1.324233119634772038e+01
5.673873873873873919e+01,1.600000000000000000e+01,1.323665698409672942e+01
5.683683683683683796e+01,1.600000000000000000e+01,1.323099742179674010e+01
5.693493493493492963e+01,1.600000000000000000e+01,1.322535244437328927e+01
5.703303303303302840e+01,1.600000000000000000e+01,1.321972198715919156e+01
5.713113113113112718e+01,1.600000000000000000e+01,1.321410598589127794e+01
5.722922922922922595e+01,1.600000000000000000e+01,1.320850437670714506e+01
5.732732732732732472e+01,1.600000000000000000e+01,1.320291709614193287e+01
5.742542542542542350e+01,1.600000000000000000e+01,1.319734408112513968e+01
5.752352352352352227e+01,1.600000000000000000e+01,1.319178526897748682e+01
5.762162162162162105e+01,1.600000000000000000e+01,1.318624059740777099e+01
5.771971971971971982e+01,1.600000000000000000e+01,1.318071000450979646e+01
5.781781781781781859e+01,1.600000000000000000e+01,1.317519342875929311e+01
5.791591591591591026e+01,1.600000000000000000e+01,1.316969080901089839e+01
5.801401401401400904e+01,1.600000000000000000e+01,1.316420208449515172e+01
5.811211211211210781e+01,1.600000000000000000e+01,1.315872719481551734e+01
5.821021021021020658e+01,1.600000000000000000e+01,1.315326607994544439e+01
5.830830830830830536e+01,1.600000000000000000e+01,1.314781868022544309e+01
5.840640640640640413e+01,1.600000000000000000e+01,1.314238493636020699e+01
5.850450450450450290e+01,1.600000000000000000e+01,1.313696478941574775e+01
5.860260260260260168e+01,1.600000000000000000e+01,1.313155818081656001e+01
5.870070070070070045e+01,1.600000000000000000e+01,1.312616505234280950e+01
5.879879879879879923e+01,1.600000000000000000e+01,1.312078534612757430e+01
5.889689689689689089e+01,1.600000000000000000e+01,1.311541900465406840e+01
5.899499499499498967e+01,1.600000000000000000e+01,1.311006597075292746e+01
5.909309309309308844e+01,1.700000000000000000e+01,1.410433968074522326e+01
5.919119119119118722e+01,1.700000000000000000e+01,1.409860678576179538e+01
5.928928928928928599e+01,1.700000000000000000e+01,1.409288803106117527e+01
5.938738738738738476e+01,1.700000000000000000e+01,1.408718335658007703e+01
5.948548548548548354e+01,1.700000000000000000e+01,1.408149270261488084e+01
5.958358358358358231e+01,1.700000000000000000e+01,1.407581600981885117e+01
5.968168168168168108e+01,1.700000000000000000e+01,1.407015321919940298e+01
5.977977977977977986e+01,1.700000000000000000e+01,1.406450427211537146e+01
5.987787787787787863e+01,1.700000000000000000e+01,1.405886911027432262e+01
5.997597597597597030e+01,1.700000000000000000e+01,1.405324767572987810e+01
6.007407407407406907e+01,1.700000000000000000e+01,1.404763991087908614e+01
6.017217217217216785e+01,1.700000000000000000e+01,1.404204575845978553e+01
6.027027027027026662e+01,1.700000000000000000e+01,1.403646516154801560e+01
6.036836836836836540e+01,1.700000000000000000e+01,1.403089806355545477e+01
6.046646646646646417e+01,1.700000000000000000e+01,1.402534440822685546e+01
6.056456456456456294e+01,1.700000000000000000e+01,1.401980413963753769e+01
6.066266266266266172e+01,1.700000000000000000e+01,1.401427720219088258e+01
6.076076076076076049e+01,1.700000000000000000e+01,1.400876354061585083e+01
6.085885885885885926e+01,1.700000000000000000e+01,1.400326309996453666e+01
6.095695695695695093e+01,1.700000000000000000e+01,1.399777582560972711e+01
6.105505505505504971e+01,1.800000000000000000e+01,1.499208226052203585e+01
6.115315315315314848e+01,1.800000000000000000e+01,1.498623094828201197e+01
6.125125125125124725e+01,1.800000000000000000e+01,1.498039356954385859e+01
6.134934934934934603e+01,1.800000000000000000e+01,1.497457006712600247e+01
6.144744744744744480e+01,1.800000000000000000e+01,1.496876038417781096e+01
6.154554554554554358e+01,1.800000000000000000e+01,1.496296446417712822e+01
6.164364364364364235e+01,1.800000000000000000e+01,1.495718225092782205e+01
6.174174174174174112e+01,1.800000000000000000e+01,1.495141368855737873e+01
6.183983983983983990e+01,1.800000000000000000e+01,1.494565872151448715e+01
6.193793793793793867e+01,1.800000000000000000e+01,1.493991729456667450e+01
6.203603603603603034e+01,1.800000000000000000e+01,1.493418935279794724e+01
6.213413413413412911e+01,1.800000000000000000e+01,1.492847484160645521e+01
6.223223223223222789e+01,1.800000000000000000e+01,1.492277370670217884e+01
6.233033033033032666e+01,1.800000000000000000e+01,1.491708589410463226e+01
6.242842842842842543e+01,1.800000000000000000e+01,1.491141135014059849e+01
6.252652652652652421e+01,1.800000000000000000e+01,1.490575002144187522e+01
6.262462462462462298e+01,1.800000000000000000e+01,1.490010185494303663e+01
6.272272272272272176e+01,1.800000000000000000e+01,1.489446679787923955e+01
6.282082082082082053e+01,1.800000000000000000e+01,1.488884479778400660e+01
6.291891891891891930e+01,1.800000000000000000e+01,1.488323580248707145e+01
6.301701701701701097e+01,1.800000000000000000e+01,1.487763976011222411e+01
6.311511511511510975e+01,1.800000000000000000e+01,1.487205661907517396e+01
6.321321321321320852e+01,1.800000000000000000e+01,1.486648632808142878e+01
6.331131131131130729e+01,1.800000000000000000e+01,1.486092883612421112e+01
6.340940940940940607e+01,1.800000000000000000e+01,1.485538409248237102e+01
6.350750750750750484e+01,1.800000000000000000e+01,1.484985204671832548e+01
6.360560560560560361e+01,1.800000000000000000e+01,1.484433264867603164e+01
6.370370370370370239e+01,1.800000000000000000e+01,1.483882584847894393e+01
6.380180180180180116e+01,1.800000000000000000e+01,1.483333159652801925e+01
6.389989989989989994e+01,1.800000000000000000e+01,1.482784984349972923e+01
6.399799799799799871e+01,1.800000000000000000e+01,1.482238054034408492e+01
6.409609609609609038e+01,1.800000000000000000e+01,1.498353019929683150e+01
6.419419419419418205e+01,1.800000000000000000e+01,1.497802442944303714e+01
6.429229229229228793e+01,1.800000000000000000e+01,1.497253110228798967e+01
6.439039039039039380e+01,1.800000000000000000e+01,1.496705016931705678e+01
6.448848848848848547e+01,1.800000000000000000e+01,1.496158158228251622e+01
6.458658658658657714e+01,1.800000000000000000e+01,1.495612529320166395e+01
6.468468468468468302e+01,1.800000000000000000e+01,1.495068125435494721e+01
6.478278278278278890e+01,1.800000000000000000e+01,1.494524941828409581e+01
6.488088088088088057e+01,1.800000000000000000e+01,1.493982973779028889e+01
6.497897897897897224e+01,1.800000000000000000e+01,1.493442216593231997e+01
6.507707707707706390e+01,1.800000000000000000e+01,1.492902665602479040e+01
6.517517517517516978e+01,1.800000000000000000e+01,1.492364316163631699e+01
6.527327327327327566e+01,1.800000000000000000e+01,1.491827163658774857e+01
6.537137137137136733e+01,1.800000000000000000e+01,1.491291203495039674e+01
6.546946946946945900e+01,1.800000000000000000e+01,1.490756431104430213e+01
6.556756756756756488e+01,1.800000000000000000e+01,1.490222841943647936e+01
6.566566566566567076e+01,1.800000000000000000e+01,1.489690431493921174e+01
6.576376376376376243e+01,1.800000000000000000e+01,1.489159195260833890e+01
6.586186186186185409e+01,1.800000000000000000e+01,1.488629128774157095e+01
6.595995995995995997e+01,1.800000000000000000e+01,1.488100227587680457e+01
6.605805805805805164e+01,1.800000000000000000e+01,1.487572487279047806e+01
6.615615615615615752e+01,1.800000000000000000e+01,1.487045903449589446e+01
6.625425425425424919e+01,1.800000000000000000e+01,1.486520471724161219e+01
6.635235235235235507e+01,1.800000000000000000e+01,1.485996187750982145e+01
6.645045045045044674e+01,1.800000000000000000e+01,1.485473047201472596e+01
6.654854854854855262e+01,1.800000000000000000e+01,1.484951045770095135e+01
6.664664664664664429e+01,1.800000000000000000e+01,1.484430179174197839e+01
6.674474474474473595e+01,1.800000000000000000e+01,1.483910443153856384e+01
6.684284284284284183e+01,1.800000000000000000e+01,1.483391833471719323e+01
6.694094094094093350e+01,1.800000000000000000e+01,1.482874345912853009e+01
6.703903903903903938e+01,1.900000000000000000e+01,1.582344124574059663e+01
6.713713713713713105e+01,1.900000000000000000e+01,1.581794114314216060e+01
6.723523523523523693e+01,1.900000000000000000e+01,1.581245288509952651e+01
