x,pi_x,psi_x
6.733333333333332860e+01,1.900000000000000000e+01,1.580697642756141263e+01
6.743143143143143448e+01,1.900000000000000000e+01,1.580151172670782600e+01
6.752952952952952614e+01,1.900000000000000000e+01,1.579605873894849566e+01
6.762762762762761781e+01,1.900000000000000000e+01,1.579061742092132725e+01
6.772572572572572369e+01,1.900000000000000000e+01,1.578518772949084692e+01
6.782382382382381536e+01,1.900000000000000000e+01,1.577976962174670206e+01
6.792192192192192124e+01,1.900000000000000000e+01,1.577436305500213010e+01
6.802002002002001291e+01,1.900000000000000000e+01,1.576896798679245215e+01
6.811811811811811879e+01,1.900000000000000000e+01,1.576358437487360753e+01
6.821621621621621046e+01,1.900000000000000000e+01,1.575821217722065271e+01
6.831431431431431633e+01,1.900000000000000000e+01,1.575285135202631714e+01
6.841241241241240800e+01,1.900000000000000000e+01,1.574750185769953248e+01
6.851051051051051388e+01,1.900000000000000000e+01,1.574216365286400787e+01
6.860860860860860555e+01,1.900000000000000000e+01,1.573683669635679117e+01
6.870670670670669722e+01,1.900000000000000000e+01,1.573152094722685668e+01
6.880480480480480310e+01,1.900000000000000000e+01,1.572621636473369833e+01
6.890290290290289477e+01,1.900000000000000000e+01,1.572092290834592987e+01
6.900100100100100065e+01,1.900000000000000000e+01,1.571564053773991532e+01
6.909909909909909231e+01,1.900000000000000000e+01,1.571036921279838161e+01
6.919719719719719819e+01,1.900000000000000000e+01,1.570510889360907214e+01
6.929529529529528986e+01,1.900000000000000000e+01,1.569985954046338250e+01
6.939339339339339574e+01,1.900000000000000000e+01,1.569462111385503178e+01
6.949149149149148741e+01,1.900000000000000000e+01,1.568939357447873917e+01
6.958958958958959329e+01,1.900000000000000000e+01,1.568417688322887926e+01
6.968768768768768496e+01,1.900000000000000000e+01,1.567897100119821729e+01
6.978578578578577662e+01,1.900000000000000000e+01,1.567377588967657864e+01
6.988388388388388250e+01,1.900000000000000000e+01,1.566859151014956808e+01
6.998198198198197417e+01,1.900000000000000000e+01,1.566341782429731744e+01
7.008008008008008005e+01,1.900000000000000000e+01,1.565825479399318532e+01
7.017817817817817172e+01,1.900000000000000000e+01,1.565310238130252607e+01
7.027627627627627760e+01,1.900000000000000000e+01,1.564796054848143392e+01
7.037437437437436927e+01,1.900000000000000000e+01,1.564282925797551904e+01
7.047247247247247515e+01,1.900000000000000000e+01,1.563770847241865525e+01
7.057057057057056682e+01,1.900000000000000000e+01,1.563259815463179159e+01
7.066866866866867269e+01,1.900000000000000000e+01,1.562749826762173555e+01
7.076676676676676436e+01,1.900000000000000000e+01,1.562240877457995225e+01
7.086486486486485603e+01,1.900000000000000000e+01,1.561732963888137427e+01
7.096296296296296191e+01,1.900000000000000000e+01,1.561226082408323634e+01
7.106106106106105358e+01,2.000000000000000000e+01,1.660700066676902509e+01
7.115915915915915946e+01,2.000000000000000000e+01,1.660162899192587460e+01
7.125725725725725113e+01,2.000000000000000000e+01,1.659626818396025527e+01
7.135535535535535701e+01,2.000000000000000000e+01,1.659091820485841495e+01
7.145345345345344867e+01,2.000000000000000000e+01,1.658557901679445123e+01
7.155155155155155455e+01,2.000000000000000000e+01,1.658025058212911063e+01
7.164964964964964622e+01,2.000000000000000000e+01,1.657493286340860550e+01
7.174774774774773789e+01,2.000000000000000000e+01,1.656962582336343104e+01
7.184584584584584377e+01,2.000000000000000000e+01,1.656432942490721061e+01
7.194394394394393544e+01,2.000000000000000000e+01,1.655904363113551625e+01
7.204204204204204132e+01,2.000000000000000000e+01,1.655376840532473892e+01
7.214014014014013298e+01,2.000000000000000000e+01,1.654850371093091965e+01
7.223823823823823886e+01,2.000000000000000000e+01,1.654324951158864820e+01
7.233633633633633053e+01,2.000000000000000000e+01,1.653800577110991910e+01
7.243443443443443641e+01,2.000000000000000000e+01,1.653277245348302671e+01
7.253253253253252808e+01,2.000000000000000000e+01,1.652754952287143908e+01
7.263063063063063396e+01,2.000000000000000000e+01,1.652233694361273209e+01
7.272872872872872563e+01,2.000000000000000000e+01,1.651713468021745612e+01
7.282682682682681730e+01,2.000000000000000000e+01,1.651194269736810938e+01
7.292492492492492318e+01,2.000000000000000000e+01,1.650676095991800452e+01
7.302302302302301484e+01,2.100000000000000000e+01,1.750151594169798486e+01
7.312112112112112072e+01,2.100000000000000000e+01,1.749604183422410841e+01
7.321921921921921239e+01,2.100000000000000000e+01,1.749057848222401645e+01
7.331731731731731827e+01,2.100000000000000000e+01,1.748512584913486734e+01
7.341541541541540994e+01,2.100000000000000000e+01,1.747968389856945848e+01
7.351351351351351582e+01,2.100000000000000000e+01,1.747425259431512146e+01
7.361161161161160749e+01,2.100000000000000000e+01,1.746883190033267041e+01
7.370970970970971337e+01,2.100000000000000000e+01,1.746342178075530072e+01
7.380780780780780503e+01,2.100000000000000000e+01,1.745802219988755155e+01
7.390590590590589670e+01,2.100000000000000000e+01,1.745263312220423302e+01
7.400400400400400258e+01,2.100000000000000000e+01,1.744725451234938873e+01
7.410210210210209425e+01,2.100000000000000000e+01,1.744188633513525488e+01
7.420020020020020013e+01,2.100000000000000000e+01,1.743652855554122283e+01
7.429829829829829180e+01,2.100000000000000000e+01,1.743118113871282659e+01
7.439639639639639768e+01,2.100000000000000000e+01,1.742584404996071257e+01
7.449449449449448935e+01,2.100000000000000000e+01,1.742051725475964830e+01
7.459259259259259522e+01,2.100000000000000000e+01,1.741520071874750641e+01
7.469069069069068689e+01,2.100000000000000000e+01,1.740989440772428409e+01
7.478878878878877856e+01,2.100000000000000000e+01,1.740459828765110473e+01
7.488688688688688444e+01,2.100000000000000000e+01,1.739931232464924449e+01
7.498498498498497611e+01,2.100000000000000000e+01,1.739403648499916599e+01
7.508308308308308199e+01,2.100000000000000000e+01,1.738877073513954485e+01
7.518118118118117366e+01,2.100000000000000000e+01,1.738351504166632466e+01
7.527927927927927954e+01,2.100000000000000000e+01,1.737826937133174710e+01
7.537737737737737120e+01,2.100000000000000000e+01,1.737303369104344242e+01
7.547547547547547708e+01,2.100000000000000000e+01,1.736780796786344894e+01
7.557357357357356875e+01,2.100000000000000000e+01,1.736259216900732838e+01
7.567167167167167463e+01,2.100000000000000000e+01,1.735738626184320665e+01
7.576976976976976630e+01,2.100000000000000000e+01,1.735219021389088567e+01
7.586786786786785797e+01,2.100000000000000000e+01,1.734700399282091965e+01
7.596596596596596385e+01,2.100000000000000000e+01,1.734182756645371626e+01
7.606406406406405551e+01,2.100000000000000000e+01,1.733666090275864491e+01
7.616216216216216139e+01,2.100000000000000000e+01,1.733150396985314146e+01
7.626026026026025306e+01,2.100000000000000000e+01,1.732635673600182713e+01
7.635835835835835894e+01,2.100000000000000000e+01,1.732121916961564523e+01
7.645645645645645061e+01,2.100000000000000000e+01,1.731609123925096583e+01
7.655455455455455649e+01,2.100000000000000000e+01,1.731097291360874735e+01
7.665265265265264816e+01,2.100000000000000000e+01,1.730586416153366613e+01
7.675075075075075404e+01,2.100000000000000000e+01,1.730076495201326381e+01
7.684884884884884571e+01,2.100000000000000000e+01,1.729567525417711948e+01
7.694694694694693737e+01,2.100000000000000000e+01,1.729059503729598646e+01
7.704504504504504325e+01,2.100000000000000000e+01,1.728552427078097864e+01
7.714314314314313492e+01,2.100000000000000000e+01,1.728046292418273921e+01
7.724124124124124080e+01,2.100000000000000000e+01,1.727541096719060931e+01
7.733933933933933247e+01,2.100000000000000000e+01,1.727036836963183930e+01
7.743743743743743835e+01,2.100000000000000000e+01,1.726533510147074324e+01
7.753553553553553002e+01,2.100000000000000000e+01,1.726031113280792795e+01
7.763363363363363590e+01,2.100000000000000000e+01,1.725529643387948298e+01
7.773173173173172756e+01,2.100000000000000000e+01,1.725029097505618481e+01
7.782982982982983344e+01,2.100000000000000000e+01,1.724529472684271525e+01
7.792792792792792511e+01,2.100000000000000000e+01,1.724030765987689051e+01
7.802602602602601678e+01,2.100000000000000000e+01,1.723532974492886538e+01
7.812412412412412266e+01,2.100000000000000000e+01,1.723036095290038361e+01
7.822222222222221433e+01,2.100000000000000000e+01,1.722540125482399986e+01
7.832032032032032021e+01,2.100000000000000000e+01,1.722045062186233721e+01
7.841841841841841187e+01,2.100000000000000000e+01,1.721550902530731975e+01
7.851651651651651775e+01,2.100000000000000000e+01,1.721057643657942648e+01
7.861461461461460942e+01,2.100000000000000000e+01,1.720565282722695244e+01
7.871271271271271530e+01,2.100000000000000000e+01,1.720073816892528029e+01
7.881081081081080697e+01,2.100000000000000000e+01,1.719583243347613433e+01
7.890890890890889864e+01,2.100000000000000000e+01,1.719093559280685568e+01
7.900700700700700452e+01,2.200000000000000000e+01,1.818602732108293907e+01
7.910510510510509619e+01,2.200000000000000000e+01,1.818086429109116864e+01
7.920320320320320207e+01,2.200000000000000000e+01,1.817571058509868820e+01
7.930130130130129373e+01,2.200000000000000000e+01,1.817056617392356088e+01
7.939939939939939961e+01,2.200000000000000000e+01,1.816543102851300517e+01
7.949749749749749128e+01,2.200000000000000000e+01,1.816030511994266305e+01
7.959559559559559716e+01,2.200000000000000000e+01,1.815518841941587880e+01
7.969369369369368883e+01,2.200000000000000000e+01,1.815008089826296001e+01
7.979179179179179471e+01,2.200000000000000000e+01,1.814498252794046351e+01
7.988988988988988638e+01,2.200000000000000000e+01,1.813989328003048129e+01
7.998798798798797804e+01,2.200000000000000000e+01,1.813481312623990149e+01
8.008608608608608392e+01,2.200000000000000000e+01,1.812974203839974763e+01
8.018418418418417559e+01,2.200000000000000000e+01,1.812467998846442896e+01
8.028228228228228147e+01,2.200000000000000000e+01,1.811962694851107969e+01
8.038038038038037314e+01,2.200000000000000000e+01,1.811458289073884487e+01
8.047847847847847902e+01,2.200000000000000000e+01,1.810954778746820537e+01
8.057657657657657069e+01,2.200000000000000000e+01,1.810452161114028868e+01
8.067467467467467657e+01,2.200000000000000000e+01,1.809950433431618322e+01
8.077277277277276823e+01,2.200000000000000000e+01,1.809449592967628107e+01
8.087087087087087411e+01,2.200000000000000000e+01,1.808949637001960298e+01
8.096896896896896578e+01,2.200000000000000000e+01,1.808450562826312691e+01
8.106706706706705745e+01,2.200000000000000000e+01,1.832947660157272907e+01
8.116516516516516333e+01,2.200000000000000000e+01,1.832443465956419715e+01
8.126326326326325500e+01,2.200000000000000000e+01,1.831940157570359418e+01
8.136136136136136088e+01,2.200000000000000000e+01,1.831437732300519983e+01
8.145945945945945255e+01,2.200000000000000000e+01,1.830936187459958475e+01
8.155755755755755843e+01,2.200000000000000000e+01,1.830435520373297109e+01
8.165565565565565009e+01,2.200000000000000000e+01,1.829935728376658588e+01
8.175375375375375597e+01,2.200000000000000000e+01,1.829436808817602511e+01
8.185185185185184764e+01,2.200000000000000000e+01,1.828938759055061070e+01
8.194994994994995352e+01,2.200000000000000000e+01,1.828441576459277940e+01
8.204804804804804519e+01,2.200000000000000000e+01,1.827945258411745044e+01
8.214614614614613686e+01,2.200000000000000000e+01,1.827449802305139315e+01
8.224424424424424274e+01,2.200000000000000000e+01,1.826955205543262295e+01
8.234234234234233440e+01,2.200000000000000000e+01,1.826461465540979390e+01
8.244044044044044028e+01,2.200000000000000000e+01,1.825968579724157337e+01
8.253853853853853195e+01,2.200000000000000000e+01,1.825476545529605943e+01
8.263663663663663783e+01,2.200000000000000000e+01,1.824985360405015555e+01
8.273473473473472950e+01,2.200000000000000000e+01,1.824495021808899509e+01
8.283283283283283538e+01,2.200000000000000000e+01,1.824005527210535149e+01
8.293093093093092705e+01,2.200000000000000000e+01,1.823516874089902373e+01
8.302902902902901872e+01,2.300000000000000000e+01,1.923021147035782263e+01
8.312712712712712460e+01,2.300000000000000000e+01,1.922507458909493749e+01
8.322522522522521626e+01,2.300000000000000000e+01,1.921994650507915736e+01
8.332332332332332214e+01,2.300000000000000000e+01,1.921482719217360469e+01
8.342142142142141381e+01,2.300000000000000000e+01,1.920971662435129090e+01
8.351951951951951969e+01,2.300000000000000000e+01,1.920461477569449116e+01
8.361761761761761136e+01,2.300000000000000000e+01,1.919952162039417942e+01
8.371571571571571724e+01,2.300000000000000000e+01,1.919443713274943164e+01
8.381381381381380891e+01,2.300000000000000000e+01,1.918936128716682532e+01
8.391191191191191479e+01,2.300000000000000000e+01,1.918429405815988531e+01
8.401001001001000645e+01,2.300000000000000000e+01,1.917923542034848339e+01
8.410810810810809812e+01,2.300000000000000000e+01,1.917418534845829114e+01
8.420620620620620400e+01,2.300000000000000000e+01,1.916914381732018313e+01
8.430430430430429567e+01,2.300000000000000000e+01,1.916411080186968974e+01
8.440240240240240155e+01,2.300000000000000000e+01,1.915908627714643231e+01
8.450050050050049322e+01,2.300000000000000000e+01,1.915407021829357603e+01
8.459859859859859910e+01,2.300000000000000000e+01,1.914906260055724374e+01
8.469669669669669076e+01,2.300000000000000000e+01,1.914406339928599721e+01
8.479479479479479664e+01,2.300000000000000000e+01,1.913907258993028648e+01
8.489289289289288831e+01,2.300000000000000000e+01,1.913409014804188857e+01
8.499099099099099419e+01,2.300000000000000000e+01,1.912911604927338161e+01
8.508908908908908586e+01,2.300000000000000000e+01,1.912415026937760842e+01
8.518718718718717753e+01,2.300000000000000000e+01,1.911919278420713653e+01
8.528528528528528341e+01,2.300000000000000000e+01,1.911424356971374294e+01
8.538338338338337508e+01,2.300000000000000000e+01,1.910930260194787067e+01
8.548148148148148096e+01,2.300000000000000000e+01,1.910436985705811352e+01
8.557957957957957262e+01,2.300000000000000000e+01,1.909944531129071166e+01
8.567767767767767850e+01,2.300000000000000000e+01,1.909452894098900089e+01
8.577577577577577017e+01,2.300000000000000000e+01,1.908962072259294729e+01
8.587387387387387605e+01,2.300000000000000000e+01,1.908472063263858942e+01
8.597197197197196772e+01,2.300000000000000000e+01,1.907982864775757292e+01
8.607007007007005939e+01,2.300000000000000000e+01,1.907494474467662471e+01
8.616816816816816527e+01,2.300000000000000000e+01,1.907006890021705203e+01
8.626626626626625693e+01,2.300000000000000000e+01,1.906520109129427354e+01
8.636436436436436281e+01,2.300000000000000000e+01,1.906034129491728990e+01
8.646246246246245448e+01,2.300000000000000000e+01,1.905548948818822907e+01
8.656056056056056036e+01,2.300000000000000000e+01,1.905064564830182050e+01
8.665865865865865203e+01,2.300000000000000000e+01,1.904580975254495101e+01
8.675675675675675791e+01,2.300000000000000000e+01,1.904098177829616034e+01
8.685485485485484958e+01,2.300000000000000000e+01,1.903616170302517574e+01
8.695295295295295546e+01,2.300000000000000000e+01,1.903134950429241812e+01
8.705105105105104712e+01,2.300000000000000000e+01,1.902654515974856864e+01
8.714914914914913879e+01,2.300000000000000000e+01,1.902174864713405356e+01
8.724724724724724467e+01,2.300000000000000000e+01,1.901695994427861081e+01
8.734534534534533634e+01,2.300000000000000000e+01,1.901217902910082813e+01
8.744344344344344222e+01,2.300000000000000000e+01,1.900740587960766348e+01
8.754154154154153389e+01,2.300000000000000000e+01,1.900264047389400446e+01
8.763963963963963977e+01,2.300000000000000000e+01,1.899788279014221004e+01
8.773773773773773144e+01,2.300000000000000000e+01,1.899313280662165937e+01
8.783583583583583732e+01,2.300000000000000000e+01,1.898839050168830056e+01
8.793393393393392898e+01,2.300000000000000000e+01,1.898365585378421372e+01
8.803203203203203486e+01,2.300000000000000000e+01,1.897892884143716330e+01
8.813013013013012653e+01,2.300000000000000000e+01,1.897420944326015757e+01
8.822822822822821820e+01,2.300000000000000000e+01,1.896949763795102228e+01
8.832632632632632408e+01,2.300000000000000000e+01,1.896479340429194593e+01
8.842442442442441575e+01,2.300000000000000000e+01,1.896009672114907119e+01
8.852252252252252163e+01,2.300000000000000000e+01,1.895540756747204725e+01
8.862062062062061329e+01,2.300000000000000000e+01,1.895072592229361419e+01
8.871871871871871917e+01,2.300000000000000000e+01,1.894605176472919084e+01
8.881681681681681084e+01,2.300000000000000000e+01,1.894138507397642357e+01
8.891491491491491672e+01,2.300000000000000000e+01,1.893672582931479553e+01
8.901301301301300839e+01,2.400000000000000000e+01,1.993204143937163408e+01
8.911111111111111427e+01,2.400000000000000000e+01,1.992715171315610689e+01
8.920920920920920594e+01,2.400000000000000000e+01,1.992226976139221151e+01
8.930730730730729761e+01,2.400000000000000000e+01,1.991739556260526101e+01
8.940540540540540349e+01,2.400000000000000000e+01,1.991252909540454397e+01
8.950350350350349515e+01,2.400000000000000000e+01,1.990767033848290879e+01
8.960160160160160103e+01,2.400000000000000000e+01,1.990281927061637290e+01
8.969969969969969270e+01,2.400000000000000000e+01,1.989797587066365026e+01
8.979779779779779858e+01,2.400000000000000000e+01,1.989314011756578182e+01
8.989589589589589025e+01,2.400000000000000000e+01,1.988831199034569863e+01
8.999399399399399613e+01,2.400000000000000000e+01,1.988349146810781676e+01
9.009209209209208780e+01,2.400000000000000000e+01,1.987867853003763230e+01
9.019019019019017946e+01,2.400000000000000000e+01,1.987387315540131283e+01
9.028828828828828534e+01,2.400000000000000000e+01,1.986907532354527461e+01
9.038638638638637701e+01,2.400000000000000000e+01,1.986428501389582379e+01
9.048448448448448289e+01,2.400000000000000000e+01,1.985950220595872295e+01
9.058258258258257456e+01,2.400000000000000000e+01,1.985472687931880031e+01
9.068068068068068044e+01,2.400000000000000000e+01,1.984995901363956960e+01
9.077877877877877211e+01,2.400000000000000000e+01,1.984519858866282505e+01
9.087687687687687799e+01,2.400000000000000000e+01,1.984044558420825766e+01
9.097497497497496965e+01,2.400000000000000000e+01,1.983569998017307512e+01
9.107307307307307553e+01,2.400000000000000000e+01,1.983096175653160387e+01
9.117117117117116720e+01,2.400000000000000000e+01,1.982623089333491251e+01
9.126926926926925887e+01,2.400000000000000000e+01,1.982150737071044233e+01
9.136736736736736475e+01,2.400000000000000000e+01,1.981679116886161296e+01
9.146546546546545642e+01,2.400000000000000000e+01,1.981208226806745998e+01
9.156356356356356230e+01,2.400000000000000000e+01,1.980738064868225834e+01
9.166166166166165397e+01,2.400000000000000000e+01,1.980268629113514933e+01
9.175975975975975985e+01,2.400000000000000000e+01,1.979799917592977820e+01
9.185785785785785151e+01,2.400000000000000000e+01,1.979331928364392112e+01
9.195595595595595739e+01,2.400000000000000000e+01,1.978864659492911926e+01
9.205405405405404906e+01,2.400000000000000000e+01,1.978398109051034126e+01
9.215215215215215494e+01,2.400000000000000000e+01,1.977932275118557470e+01
9.225025025025024661e+01,2.400000000000000000e+01,1.977467155782553121e+01
9.234834834834833828e+01,2.400000000000000000e+01,1.977002749137324145e+01
9.244644644644644416e+01,2.400000000000000000e+01,1.976539053284370695e+01
9.254454454454453582e+01,2.400000000000000000e+01,1.976076066332359460e+01
9.264264264264264170e+01,2.400000000000000000e+01,1.975613786397082450e+01
9.274074074074073337e+01,2.400000000000000000e+01,1.975152211601426799e+01
9.283883883883883925e+01,2.400000000000000000e+01,1.974691340075338530e+01
9.293693693693693092e+01,2.400000000000000000e+01,1.974231169955788445e+01
9.303503503503503680e+01,2.400000000000000000e+01,1.973771699386738732e+01
9.313313313313312847e+01,2.400000000000000000e+01,1.973312926519107435e+01
9.323123123123122014e+01,2.400000000000000000e+01,1.972854849510737552e+01
9.332932932932932601e+01,2.400000000000000000e+01,1.972397466526360077e+01
9.342742742742741768e+01,2.400000000000000000e+01,1.971940775737564167e+01
9.352552552552552356e+01,2.400000000000000000e+01,1.971484775322761251e+01
9.362362362362361523e+01,2.400000000000000000e+01,1.971029463467154130e+01
9.372172172172172111e+01,2.400000000000000000e+01,1.970574838362703574e+01
9.381981981981981278e+01,2.400000000000000000e+01,1.970120898208095639e+01
9.391791791791791866e+01,2.400000000000000000e+01,1.969667641208708986e+01
9.401601601601601033e+01,2.400000000000000000e+01,1.969215065576584678e+01
9.411411411411411621e+01,2.400000000000000000e+01,1.968763169530391721e+01
9.421221221221220787e+01,2.400000000000000000e+01,1.968311951295397222e+01
9.431031031031029954e+01,2.400000000000000000e+01,1.967861409103433701e+01
9.440840840840840542e+01,2.400000000000000000e+01,1.967411541192868185e+01
9.450650650650649709e+01,2.400000000000000000e+01,1.966962345808571655e+01
9.460460460460460297e+01,2.400000000000000000e+01,1.966513821201886003e+01
9.470270270270269464e+01,2.400000000000000000e+01,1.966065965630596679e+01
9.480080080080080052e+01,2.400000000000000000e+01,1.965618777358898583e+01
9.489889889889889218e+01,2.400000000000000000e+01,1.965172254657366580e+01
9.499699699699699806e+01,2.400000000000000000e+01,1.964726395802927428e+01
9.509509509509508973e+01,2.400000000000000000e+01,1.964281199078826745e+01
9.519319319319319561e+01,2.400000000000000000e+01,1.963836662774599873e+01
9.529129129129128728e+01,2.400000000000000000e+01,1.963392785186043810e+01
9.538938938938937895e+01,2.400000000000000000e+01,1.962949564615185238e+01
9.548748748748748483e+01,2.400000000000000000e+01,1.962506999370252103e+01
9.558558558558557650e+01,2.400000000000000000e+01,1.962065087765645544e+01
9.568368368368368237e+01,2.400000000000000000e+01,1.961623828121909341e+01
9.578178178178177404e+01,2.400000000000000000e+01,1.961183218765699721e+01
9.587987987987987992e+01,2.400000000000000000e+01,1.960743258029760483e+01
9.597797797797797159e+01,2.400000000000000000e+01,1.960303944252892094e+01
9.607607607607607747e+01,2.400000000000000000e+01,1.959865275779921845e+01
9.617417417417416914e+01,2.400000000000000000e+01,1.959427250961678268e+01
9.627227227227227502e+01,2.400000000000000000e+01,1.958989868154962011e+01
9.637037037037036669e+01,2.400000000000000000e+01,1.958553125722517407e+01
9.646846846846845835e+01,2.400000000000000000e+01,1.958117022033005483e+01
9.656656656656656423e+01,2.400000000000000000e+01,1.957681555460975886e+01
9.666466466466465590e+01,2.400000000000000000e+01,1.957246724386839887e+01
9.676276276276276178e+01,2.400000000000000000e+01,1.956812527196841955e+01
9.686086086086085345e+01,2.400000000000000000e+01,1.956378962283034895e+01
9.695895895895895933e+01,2.400000000000000000e+01,1.955946028043249285e+01
9.705705705705705100e+01,2.500000000000000000e+01,2.055500870297048266e+01
9.715515515515515688e+01,2.500000000000000000e+01,2.055047120560188034e+01
9.725325325325324854e+01,2.500000000000000000e+01,2.054594028728177335e+01
9.735135135135134021e+01,2.500000000000000000e+01,2.054141593140948530e+01
9.744944944944944609e+01,2.500000000000000000e+01,2.053689812144370563e+01
9.754754754754753776e+01,2.500000000000000000e+01,2.053238684090222321e+01
9.764564564564564364e+01,2.500000000000000000e+01,2.052788207336161008e+01
9.774374374374373531e+01,2.500000000000000000e+01,2.052338380245700833e+01
9.784184184184184119e+01,2.500000000000000000e+01,2.051889201188182099e+01
9.793993993993993286e+01,2.500000000000000000e+01,2.051440668538746337e+01
9.803803803803803874e+01,2.500000000000000000e+01,2.050992780678307525e+01
9.813613613613613040e+01,2.500000000000000000e+01,2.050545535993528645e+01
9.823423423423423628e+01,2.500000000000000000e+01,2.050098932876792546e+01
9.833233233233232795e+01,2.500000000000000000e+01,2.049652969726178497e+01
9.843043043043041962e+01,2.500000000000000000e+01,2.049207644945431994e+01
9.852852852852852550e+01,2.500000000000000000e+01,2.048762956943943436e+01
9.862662662662661717e+01,2.500000000000000000e+01,2.048318904136720775e+01
9.872472472472472305e+01,2.500000000000000000e+01,2.047875484944361091e+01
9.882282282282281471e+01,2.500000000000000000e+01,2.047432697793029277e+01
9.892092092092092059e+01,2.500000000000000000e+01,2.046990541114430684e+01
9.901901901901901226e+01,2.500000000000000000e+01,2.046549013345785895e+01
9.911711711711711814e+01,2.500000000000000000e+01,2.046108112929805856e+01
9.921521521521520981e+01,2.500000000000000000e+01,2.045667838314668074e+01
9.931331331331331569e+01,2.500000000000000000e+01,2.045228187953988552e+01
9.941141141141140736e+01,2.500000000000000000e+01,2.044789160306801890e+01
9.950950950950949903e+01,2.500000000000000000e+01,2.044350753837533574e+01
9.960760760760760490e+01,2.500000000000000000e+01,2.043912967015974402e+01
9.970570570570569657e+01,2.500000000000000000e+01,2.043475798317261649e+01
9.980380380380380245e+01,2.500000000000000000e+01,2.043039246221848515e+01
9.990190190190189412e+01,2.500000000000000000e+01,2.042603309215485297e+01
1.000000000000000000e+02,2.500000000000000000e+01,2.042167985789192031e+01
